,description,publishedAt,source,title,url,company
8,"VANCOUVER, British Columbia, Sept. 27, 2018 /PRNewswire/ -- Daiya, the leading maker of plant-based foods, has launched its latest national advertising campaign, ""Comfort Foods That Love You Back,"" to highlight the benefits of its extensive line of great tast…",2018-09-27T12:02:00Z,"{'id': None, 'name': 'Prnewswire.comdaiya-spotlights-comfort-food-that-loves-you-back-in-2018-ad-campaign-300719910'}","Daiya Spotlights ""Comfort Food That Loves You Back"" in 2018 Ad Campaign",https://www.prnewswire.comdaiya-spotlights-comfort-food-that-loves-you-back-in-2018-ad-campaign-300719910,Daiya
9,"Daiya Foods is the category sales leader in non-dairy ""comfort foods,"" from cheezes to cheezecake, pizza to frozen desserts. Campaign is intended to appeal to all lovers of comfort foods, not just the dairy-adverse. Video runs on Hulu, Pinterest, Instagram an…",2018-10-03T02:55:44Z,"{'id': None, 'name': 'Bestadsontv.com'}","Outdoor ad: Daiya: Talking Box shelf ""talker""",https://www.bestadsontv.com/ad/97589/Daiya-Talking-Box-shelf-talker,Daiya
10,"The post Daiya Seto Sets World Cup Record in 200 IM appeared first on Swimming World News. Japan had a strong showing in the 200 IM, finishing 1-2 in the event. Daiya Seto had a dominating performance to set a new World Cup record in the event. The post Daiya…",2018-09-29T14:52:11Z,"{'id': None, 'name': 'Swimmingworldmagazine.com'}",Daiya Seto Sets World Cup Record in 200 IM,https://www.swimmingworldmagazine.com/news/daiya-seto-sets-world-cup-record-in-200-im/,Daiya
11,"The post World Cup Eindhoven Day 2 Finals: Kathleen Baker, Sarah Sjostrom, Daiya Seto Win appeared first on Swimming World News. The World Cup stop in Eindhoven, Netherlands, continued on Saturday as some of the world’s best swimmers competed for bragging rig…",2018-09-29T14:34:54Z,"{'id': None, 'name': 'Swimmingworldmagazine.com'}","World Cup Eindhoven Day 2 Finals: Kathleen Baker, Sarah Sjostrom, Daiya Seto Win",https://www.swimmingworldmagazine.com/news/world-cup-eindhoven-day-2-finals-kathleen-baker-sarah-sjostrom-daiya-seto-win/,Daiya
12,The post World Records Tumble on Last Day of FINA World Cup in Budapest appeared first on Swimming World News. Men’s 400 IM Japan’s Daiya Seto continued his World Cup dominance with a win in the 400 IM to start the last session of the FINA World Cup in Budape…,2018-10-06T17:50:19Z,"{'id': None, 'name': 'Swimmingworldmagazine.com'}",World Records Tumble on Last Day of FINA World Cup in Budapest,https://www.swimmingworldmagazine.com/news/world-records-tumble-on-last-day-of-fina-world-cup-in-budapest/,Daiya
13,"Welcome to Money Diaries, where we're tackling what might be the last taboo facing modern working women: money. We're asking millennials how they spend their hard-earned money during a seven-day period — and we're tracking every last dollar. We're going on bo…",2018-10-03T14:45:00Z,"{'id': None, 'name': 'Refinery29.com'}","A Week In Louisville, KY, On A $32,000 Salary",https://www.refinery29.com/en-us/money-diary-louisville-ky-teacher-salary,Daiya
14,Meint sie das ernst?,2018-10-01T05:05:16Z,"{'id': None, 'name': 'Ohhhmhhh.de'}",Wie aus einer bekloppten Idee etwas sehr Lustiges wurde – hier kommt mein Tanzvideo zur neuen Shiseido Make-Up-Kollektion. Plus eine Verlosung!,https://www.ohhhmhhh.de/wie-aus-einer-bekloppten-idee-etwas-sehr-lustiges-wurde-hier-kommt-mein-tanzvideo-zur-neuen-shiseido-make-up-kollektion/,Daiya
15,,2018-10-12T17:00:00Z,"{'id': None, 'name': 'Curlynikki.com'}",My Vegan and (mostly) Alcohol-Free Lifestyle... and WHY.,http://www.curlynikki.com/2018/10/my-vegan-and-mostly-alcohol-free.html,Daiya
16,"Chad le Clos completed another successful FINA Swimming World Cup meeting, winning four medals at the Budapest leg over the weekend.",2018-10-07T19:14:39Z,"{'id': None, 'name': 'Sport24.co.za'}",Sport24.co.za | Le Clos bags 4 medals in Budapest bounty,https://www.sport24.co.za/OtherSport/WaterSport/le-clos-bags-4-medals-in-budapest-bounty-20181007,Daiya
17,Byrdie recently revealed the results of a year-long trial which uncovered the best beauty products in the country for every type of skin.,2018-10-05T05:05:20Z,"{'id': 'daily-mail', 'name': 'Daily Mail'}",The beauty products named the best in the country after being trialled by a panel for a YEAR,https://www.dailymail.co.uk/femail/article-6242231/The-beauty-products-named-best-country-trialled-panel-YEAR.html,Daiya
18,"Il y a de l’usure dans sa voix. L’usure du doute et des regains d’espoir, de cette alternance impossible, écrasante, entre analyses glaciales et pressentiments soudains. Damien Véron ne se plaint pourtant...",2018-10-16T15:06:47Z,"{'id': None, 'name': 'Leparisien.fr'}","Le frère de Tiphaine Véron, disparue au Japon, à Emmanuel Macron : «Vous êtes notre dernier espoir»",http://www.leparisien.fr/faits-divers/le-frere-de-tiphaine-veron-disparue-au-japon-a-emmanuel-macron-vous-etes-notre-dernier-espoir-16-10-2018-7920450.php,Daiya
19,"When you're abiding by a low-dairy or dairy-free lifestyle, you don't necessarily have to cut ice cream out of your diet. Luckily many ice cream companies are making a point to expand their offerings to be more inclusive to dairy-sensitive and dairy-free cust…",2018-10-05T11:57:34Z,"{'id': None, 'name': 'Businessinsider.com.au'}",12 of the best dairy-free ice creams everyone should try,https://www.businessinsider.com.au/best-dairy-free-ice-creams-2018-9,Daiya
0,"These are the stories making headlines in fashion on Monday. Sears files for bankruptcySears, the once-dominant retail chain that changed how Americans shopped, filed for Chapter 11 bankruptcy Monday morning. Over the last decade, the company has built up mas…",2018-10-15T16:00:00Z,"{'id': None, 'name': 'Fashionista.com'}","Must Read: Sears Files for Bankruptcy, 'RuPaul's Drag Race' Winner Aquaria Signs with IMG",https://fashionista.com/2018/10/sears-filing-bankruptcy-2018,Cara Operations
1,"Online, Mobile The Als Association Advertising Agency: BWM Dentsu, Sydney, Australia Chief Creative Officer: Rob Belgiovane Executive Creative Director: Asheen Naidu Senior Creative: Oskar Westerdal, Rene Schultz Film Producer: Emma Durlacher Design Director:…",2018-09-26T10:09:22Z,"{'id': None, 'name': 'Adeevee.com'}",The ALS Association: Project Revoice,http://www.adeevee.com/2018/09/the-als-association-project-revoice-online-mobile/,Cara Operations
2,Activist investor Trian Fund Management disclosed a new stake in PPG and plans to push for changes at the paint maker.,2018-10-09T22:47:57Z,"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Activist Trian Fund Takes 2.9% Stake in Paint Company PPG,https://www.wsj.com/articles/activist-investor-trian-takes-2-9-stake-in-ppg-1539117961,Cara Operations
3,"Restaurant company Recipe Unlimited, which owns many popular chains, has been told to pay ransom in bitcoin to retrieve data that hackers claim to have stolen. The company says the threat isn't real because its systems are protected.",2018-10-03T08:00:00Z,"{'id': 'cbc-news', 'name': 'CBC News'}",Hackers demand bitcoin ransom in cyberattack on big Canadian restaurants,https://www.cbc.ca/news/business/ransomware-hack-recipe-unlimited-restaurant-cyberattack-1.4847487,Cara Operations
4,Hedge fund D.E. Shaw has boosted its stake in Bunge and joined Continental Grain in pushing the grain trader to make operational improvements or add board members.,2018-10-08T19:14:39Z,"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Two Funds Push for Change at Bunge,https://www.wsj.com/articles/d-e-shaw-joins-continental-grain-in-pushing-for-change-at-bunge-1539024275,Cara Operations
5,Seven straightforward steps to help you invest in high-growth -- but high-risk -- marijuana stocks.,2018-10-12T16:45:00Z,"{'id': None, 'name': 'Fool.com'}",How to Invest in Marijuana Stocks,https://www.fool.com/investing/2018/10/12/how-to-invest-in-marijuana-stocks.aspx,Cara Operations
6,"Probablemente en la NFL de 2018 habrían acabado en el cuartelillo el defensa, el coordinador defensivo y hasta el fotógrafo, pero no deja de ser una instantánea mágica.",2018-09-27T21:10:11Z,"{'id': None, 'name': 'As.com'}",Mi foto favorita de NFL llegó un segundo antes de la tragedia,https://as.com/masdeporte/2018/09/27/nfl/1538081918_912029.html,Cara Operations
7,"Some restaurant locations were temporarily shut down due to the IT outage, others continued to serve customers.",2018-10-02T21:46:05Z,"{'id': None, 'name': 'Zdnet.com'}",Restaurant chain suffers Canada-wide outage after malware outbreak,https://www.zdnet.com/article/restaurant-chain-suffers-canada-wide-outage-after-malware-outbreak/,Cara Operations
8,Looking for a marijuana stocks list with key data included? Look no further.,2018-10-16T15:15:00Z,"{'id': None, 'name': 'Fool.com'}",Marijuana Stocks to Watch in October -- and Into 2019,https://www.fool.com/investing/2018/10/16/marijuana-stocks-to-watch-in-october-and-2019.aspx,Cara Operations
9,"As temperatures warm and the evenings get longer, Kiwi gardeners are writing their to-do lists.",2018-09-21T00:40:31Z,"{'id': None, 'name': 'Stuff.co.nz'}","Bees, bright colours the buzzwords in gardening",https://www.stuff.co.nz/life-style/homed/garden/107244834/Bees-bright-colours-the-buzzwords-in-gardening,Cara Operations
10,"Berita Kejahatan Siber Kian Masif, Teknik Ini Diklaim Efektif untuk Deteksi terbaru hari ini 2018-09-22 00:23:05 dari sumber yang terpercaya",2018-09-21T17:23:05Z,"{'id': None, 'name': 'Viva.co.id'}","Kejahatan Siber Kian Masif, Teknik Ini Diklaim Efektif untuk Deteksi",https://www.viva.co.id/digital/digilife/1077229-kejahatan-siber-kian-masif-teknik-ini-diklaim-efektif-untuk-deteksi,Cara Operations
11,"Chegam de noite aos centros de tratamento para não serem vistos pelas comunidades onde vivem e, por vezes, chegam tarde demais. Nenhuma doença é tão estigmatizante no Níger como a cólera. E todos os meios são poucos para tentar controlar a crise",2018-09-21T07:00:59Z,"{'id': None, 'name': 'Sapo.pt'}",A cólera da vergonha,https://expresso.sapo.pt/internacional/2018-09-21-A-colera-da-vergonha,Cara Operations
12,"The JAMA Network is a consortium of peer-reviewed print and online medical publications that includes JAMA®, JAMA Network Open, and 11 other specialty journals. JAMA does not hold itself responsible for statements made by any contributor. All articles publish…",2018-10-02T00:00:00Z,"{'id': None, 'name': 'Jamanetwork.com'}",JAMA,https://jamanetwork.com/journals/jama/fullarticle/2705193,Cara Operations
13,"Claudia Martinez knows that she may not look like the picture of health to the patients she sees. The third-year medical student has undergone multiple operations for Chiari malformation, a rare condition in which the brain presses down on the spinal cord. Sh…",2018-10-08T23:05:33Z,"{'id': None, 'name': 'Nypost.com'}",Personal health battles made these doctors better at their jobs,https://nypost.com/2018/10/08/personal-health-battles-made-these-doctors-better-at-their-jobs/,Cara Operations
14,"The JAMA Network is a consortium of peer-reviewed print and online medical publications that includes JAMA®, JAMA Network Open, and 11 other specialty journals. JAMA does not hold itself responsible for statements made by any contributor. All articles publish…",2018-09-25T00:00:00Z,"{'id': None, 'name': 'Jamanetwork.com'}",JAMA,https://jamanetwork.com/journals/jama/fullarticle/2703362,Cara Operations
15,Learn about the marijuana stocks listed on the Nasdaq.,2018-10-09T20:03:00Z,"{'id': None, 'name': 'Investopedia.com'}",Top Marijuana Stocks on the NASDAQ,https://www.investopedia.com/investing/top-marijuana-stocks-nasdaq/,Cara Operations
16,"The JAMA Network is a consortium of peer-reviewed print and online medical publications that includes JAMA®, JAMA Network Open, and 11 other specialty journals. JAMA does not hold itself responsible for statements made by any contributor. All articles publish…",2018-10-09T00:00:00Z,"{'id': None, 'name': 'Jamanetwork.com'}",JAMA,https://jamanetwork.com/journals/jama/fullarticle/2706143,Cara Operations
17,"The JAMA Network is a consortium of peer-reviewed print and online medical publications that includes JAMA®, JAMA Network Open, and 11 other specialty journals. JAMA does not hold itself responsible for statements made by any contributor. All articles publish…",2018-10-16T00:00:00Z,"{'id': None, 'name': 'Jamanetwork.com'}",JAMA,https://jamanetwork.com/journals/jama/fullarticle/2707466,Cara Operations
18,"The series puts relationships through the ultimate test of trust by asking pairs of friends, family members and couples to design tattoos for one another that won't be revealed until after they've been permanently inked.",2018-09-26T11:16:00Z,"{'id': None, 'name': 'Thefutoncritic.com'}","MTV's ""How Far Is Tattoo Far?"" Premieres Thursday, October 11th at 9PM ET/PT",http://www.thefutoncritic.com/news/2018/09/26/mtvs-how-far-is-tattoo-far-premieres-thursday-october-11th-at-9pm-et-pt-730511/20180926mtv01/,Cara Operations
19,Berita Tips Ampuh Menjual Properti di Tengah Krisis terbaru hari ini 2018-10-04 18:43:04 dari sumber yang terpercaya,2018-10-04T11:43:04Z,"{'id': None, 'name': 'Viva.co.id'}",Tips Ampuh Menjual Properti di Tengah Krisis,https://www.viva.co.id/berita/bisnis/1081385-tips-ampuh-menjual-properti-di-tengah-krisis,Cara Operations
0,"Canada's dairy concessions to the United States helped secure a hard-won trade deal, but they spurred talk on Monday of compensation, confusion and curtailed milk production, as a protectionist system faces new threats.",2018-10-01T19:40:03Z,"{'id': 'reuters', 'name': 'Reuters'}","Cash, cuts and confusion; Trade deal spurs Canadian dairy fears",https://www.reuters.com/article/us-trade-nafta-dairy/cash-cuts-and-confusion-trade-deal-spurs-canadian-dairy-fears-idUSKCN1MB3NE,Bothwell Cheese
0,And Don McGahn exits as White House counsel.,2018-10-18T10:25:53Z,"{'id': 'politico', 'name': 'Politico'}",POLITICO Playbook: 19 DAYS... PENCE preps work requirement push,https://www.politico.com/newsletters/playbook/2018/10/18/19-days-pence-preps-work-requirement-push-329575,Dan-D Foods
1,"Burgers, chicken and hot dogs dominate the fast-growing, $684-million market for plant-based meat alternatives. And now, upstart companies are imitating the taste, smell and appearance of fish thanks to new ingredients, machinery and technologies",2018-10-15T13:52:09Z,"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Fish: The Final Frontier in Fake Meat,https://www.wsj.com/articles/fish-the-finalfrontier-in-fake-meat-1539610151,Dan-D Foods
2,Welcome to Ben Greenfield's Weekly Roundup and Cool New Discoveries! Ben Greenfield's discoveries from the latest news from the fronts The post The Weekly Roundup: Your Go-To Guide For Everything You May Have Missed This Week & More! 9/29 – 10/5 appeared firs…,2018-10-05T09:00:59Z,"{'id': None, 'name': 'Bengreenfieldfitness.com'}",The Weekly Roundup: Your Go-To Guide For Everything You May Have Missed This Week & More! 9/29 – 10/5,https://bengreenfieldfitness.com/article/weekly-roundup-articles/weekly-roundup-9-29-10-5/,Dan-D Foods
3,In a microsimulation study Dariush Mozaffarian and colleagues model 3 different potential food choice interventions for the benefits of health outcomes and costs-savings.,2018-10-02T18:05:57Z,"{'id': None, 'name': 'Plos.org'}",Cost-effectiveness of financial incentives and disincentives for improving food purchases and health through the US Supplemental Nutrition Assistance Program (SNAP): A microsimulation study,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1002661,Dan-D Foods
4,"One of the difficulties in resisting the Trump administration, the Republican Congressional majority, and Republican state legislatures (pl...",2018-09-27T17:15:00Z,"{'id': None, 'name': 'Shakesville.com'}",We Resist: Day 616,http://www.shakesville.com/2018/09/we-resist-day-616.html,Dan-D Foods
5,"Since July 26th, the date of the $2.9 billion Supervalu deal announcement, United Natural Foods shares are down 28%. United Natural Foods' leverage is set to mo",2018-10-05T03:26:42Z,"{'id': None, 'name': 'Seekingalpha.com'}",United Natural Foods: The Market Hates The Supervalu Deal; So Where Are The Activists?,https://seekingalpha.com/article/4209974-united-natural-foods-market-hates-supervalu-deal-activists,Dan-D Foods
6,Trump campaign aide requested online manipulation plans from Israeli intelligence firm; Kanye West expected to visit Trump at the White House,2018-10-09T15:16:07Z,"{'id': None, 'name': 'Timesofisrael.com'}","The Daily Kickoff: October 9, 2018",https://www.timesofisrael.com/the-daily-kickoff-october-9-2018/,Dan-D Foods
7,Here we are with Q&A #12 with Robb and Nicki for Episode 413 of The Paleo Solution Podcast! Don't forget to send in your own podcast question to use here: https://robbwolf.com/contact/submit-a-question-for-the-podcast/ Show Notes: 1. [ 1:36 ] Keto for childre…,2018-10-11T04:00:00Z,"{'id': None, 'name': 'Libsyn.com'}",Episode 413 - Q&A with Robb and Nicki #12,http://robbwolf.libsyn.com/episode-413-qa-with-robb-and-nicki-12,Dan-D Foods
8,"“Las empresas que se hacen querer, más que ofrecer bienes o servicios, buscan producir experiencias”, sostiene el inversionista ángel y director de empresas",2018-10-01T19:28:08Z,"{'id': None, 'name': 'Elcomercio.pe'}","Empresas que se hacen querer, por Jorge Medina",https://elcomercio.pe/economia/dia-1/empresas-jorge-medina-noticia-563357,Dan-D Foods
9,"Hello friends. Here is episode 6 of the Bold and Determined Podcast. In the last episode we discussed God and the meaning of life, the traits of a great man, and I promised an exorcism. What I found about exorcisms shocked me and we'll get into it. We'll also…",2018-10-11T13:00:23Z,"{'id': None, 'name': 'Boldanddetermined.com'}",Episode #6 – Bold and Determined Podcast with Victor Pride (The Exorcism of Sebastian),https://boldanddetermined.com/podcast-6/,Dan-D Foods
10,Podcast from: https://bengreenfieldfitness.com/podcast/biohacking-podcasts/truth-about-genetic-testing/ [0:06:00] Meeting Dr. Karim Dhanani [0:08:35] Introductions [0:10:16] Hearing About Biological Medicine from Dr. Karim [0:12:03] Bioregulatory The post [Tr…,2018-10-06T09:00:31Z,"{'id': None, 'name': 'Bengreenfieldfitness.com'}","[Transcript] – The Real Truth About Genetic Testing, Why 23AndMe Is Not Enough (& The Most Advanced Genetic Test You Should Get Instead For Customizing Your Exercise, Your Diet, Your Supplements & More!).",https://bengreenfieldfitness.com/transcripts/transcript-truth-about-genetic-testing/,Dan-D Foods
11,"“A happy sound—jars clinking together,” beams Doug Renfro as he dons gauzy hair and beard nets. The production lines are cranking as the 55-year-old Renfro morphs into tour-guide mode, his natural eagerness and easy humor revved up a notch, even though he has…",2018-10-08T18:00:36Z,"{'id': None, 'name': 'Dmagazine.com'}",How Renfro Foods Became One of the Country’s Top Salsa Brands,https://www.dmagazine.com/publications/d-ceo/2018/october/how-renfro-foods-became-one-of-the-countrys-top-salsa-brands/,Dan-D Foods
12,"The world's most popular fruit is facing extinction, and scientists are racing to use gene-editing to save it. To succeed, they'll need to overcome an even bigger problem: opposition to GMO crops",2018-10-11T06:00:00Z,"{'id': None, 'name': 'Wired.co.uk'}",The banana is dying. The race is on to reinvent it before it's too late,https://www.wired.co.uk/article/cavendish-banana-extinction-gene-editing,Dan-D Foods
13,"Podcast URL: https://bengreenfieldfitness.com/podcast/mind-pump-4/ [00:00:00] Too Much of a Good Thing [0:05:45] CBDs As One of My Favorite Molecules [0:11:16] Tolerance The post [Transcript] – The Official Edgy, Explicit & Epic Podcast With Me & The MindPump…",2018-09-27T09:00:25Z,"{'id': None, 'name': 'Bengreenfieldfitness.com'}","[Transcript] – The Official Edgy, Explicit & Epic Podcast With Me & The MindPump Crew: Longevity, Religion, Parenting, Biohacking, The Joe Rogan Debates, Snake Oil, Pseudoscience & Beyond.",https://bengreenfieldfitness.com/transcripts/transcript-mind-pump-4/,Dan-D Foods
14,Qatar hires Silversmith — Who lobbied on CVS’ merger with Aetna,2018-10-10T19:12:24Z,"{'id': 'politico', 'name': 'Politico'}",LEVICK adds two,https://www.politico.com/newsletters/politico-influence/2018/10/10/levick-adds-two-369074,Dan-D Foods
15,"A Washington Post investigation reveals how Bill and Hillary Clinton have methodically cultivated donors over 40 years, from Little Rock to Washington and then across the globe. Their fundraising methods have created a new blueprint for politicians and their …",2018-10-10T16:46:34Z,"{'id': 'the-washington-post', 'name': 'The Washington Post'}",INSIDE THE CLINTON DONOR NETWORK,http://www.washingtonpost.com/graphics/politics/clinton-money/,Dan-D Foods
16,USDA can do even more cuts — Harvest Box redux? — USDA top scientist awaits confirmation — Tariffs hold up Trump's wish for NAFTA 2.0 party,2018-10-19T14:00:40Z,"{'id': 'politico', 'name': 'Politico'}",Farm bill on the campaign trail,https://www.politico.com/newsletters/morning-agriculture/2018/10/19/farm-bill-on-the-campaign-trail-380089,Dan-D Foods
17,"The thyroid is one of the most misunderstood glands in the human body. Situated in the front lower part of the neck, this small, butterfly-shaped gland produces hormones which communicate with every cell in the human body.",2018-09-28T16:01:58Z,"{'id': None, 'name': 'Iherb.com'}",Natural Approaches to Thyroid Health,https://ca.iherb.com/blog/causes-and-natural-approaches-to-thyroid-health/498,Dan-D Foods
18,,2018-10-17T11:20:35Z,"{'id': 'politico', 'name': 'Politico'}",Democratic House candidates crushing GOP in fundraising,https://www.politico.com/newsletters/new-jersey-playbook/2018/10/17/democratic-house-candidates-crushing-gop-in-fudnraising-328654,Dan-D Foods
19,,2018-10-19T11:20:25Z,"{'id': 'politico', 'name': 'Politico'}",Is Trump to blame for your NFL team's lousy record? — The NYPD’s mental health delay — Emails detail the short life of de Blasio’s Progressive Agenda,https://www.politico.com/newsletters/new-york-playbook/2018/10/19/liquor-stores-push-legal-pot-the-nypds-mental-health-delayemails-detail-the-short-life-and-ignominious-death-of-de-blasios-progressive-agenda-331099,Dan-D Foods
0,"This post is part of Science of Sci-Fi, Mashable's ongoing series dissecting the science (or lack of science) in our favorite sci-fi movies, TV shows, and books. It's one of the oldest tropes in science fiction: when aliens invade Earth, we fight back. Maybe …",2018-09-21T10:00:00Z,"{'id': 'mashable', 'name': 'Mashable'}",The 10 alien species we'd most like to invade Earth right now,https://mashable.com/article/best-aliens/,Earth's Own Food Company
1,"NASA's not the only entity interested in returning to the moon. Now, private industry is working hard to uncover the next class of top space stocks.",2018-10-09T01:02:00Z,"{'id': None, 'name': 'Fool.com'}","Jeff Bezos and Airbus Just Announced a ""Moon Race""",https://www.fool.com/investing/2018/10/08/jeff-bezos-and-airbus-just-announced-a-moon-race.aspx,Earth's Own Food Company
2,Auckland is set to become ground zero of a protest against the sponsor of Team UK's 2021 America's Cup bid.,2018-10-13T16:00:00Z,"{'id': None, 'name': 'Stuff.co.nz'}",America's Cup 2021: Designer Vivienne Westwood among celebs protesting to pull Team UK sponsor Ineos,https://www.stuff.co.nz/sport/other-sports/107757952/Americas-Cup-2021-Designer-Vivienne-Westwood-among-celebs-protesting-to-pull-Team-UK-sponsor-Ineos,Earth's Own Food Company
3,"by Stranger Things To Do Staff This week is your last chance to see Can Can and Prom Queen's tribute to the enigmatic—and equally problematic—Mata Hari at Femme Fatale. Nate Watters Our music critics have already chosen the 43 best music shows this week, but …",2018-09-24T20:00:50Z,"{'id': None, 'name': 'Thestranger.com'}","The 78 Best Things To Do in Seattle This Week: Sept 24-30, 2018",https://www.thestranger.com/things-to-do/2018/09/24/32690252/the-78-best-things-to-do-in-seattle-this-week-sept-24-30-2018,Earth's Own Food Company
4,"The Stranger's arts critics recommend the best local events. by Stranger Things To Do Staff Here are our arts critics' picks for the best events in every genre—from French Cinema Now to the Fresh Hop Ale Festival, and from a conversation about the state of Am…",2018-09-24T19:30:00Z,"{'id': None, 'name': 'Thestranger.com'}",Our Arts Critics' Picks for This Week,https://www.thestranger.com/things-to-do/2018/09/24/32690252/the-79-best-things-to-do-in-seattle-this-week-sept-24-30-2018,Earth's Own Food Company
5,It's a group notable not just for what they're doing now but how they got there.,2018-09-24T04:01:00Z,"{'id': None, 'name': 'Adage.com'}",Ad Age's new 40 Under 40 took unexpected paths to success,https://adage.com/article/special-report-40-under-40/meet-ad-age-2018-40-under-40/315005/,Earth's Own Food Company
6,"Live art, optical illusions, and some seriously swish motorcycles.",2018-09-22T11:00:06Z,"{'id': None, 'name': 'Londonist.com'}",Free And Cheap Things To Do This Week In London: 24-30 September 2018,https://londonist.com/london/things-to-do/free-and-cheap-things-to-do-this-week-in-london-24-september-30-september-2018,Earth's Own Food Company
7,Auckland is set to become ground zero of a protest against the sponsor of Team UK's 2021 America's Cup bid.,2018-10-13T16:00:00Z,"{'id': None, 'name': 'Stuff.co.nz'}",Designer Vivienne Westwood among celebs protesting at America's Cup in 2021,https://www.stuff.co.nz/sport/other-sports/107757952/Designer-Vivienne-Westwood-among-celebs-protesting-at-Americas-Cup-in-2021,Earth's Own Food Company
8,A collection of activists from the United Kingdom are calling for fracking company Ineos to be pulled as the sponsor of the Team UK challenge.,2018-10-13T16:00:00Z,"{'id': None, 'name': 'Stuff.co.nz'}",Designer Vivienne Westwood among celebs protesting at America's Cup in 2021,https://www.stuff.co.nz/national/107757952/Designer-Vivienne-Westwood-among-celebs-protesting-at-Americas-Cup-in-2021,Earth's Own Food Company
9,"Fox As Trump looks into making a space force the sixth branch of the military, and private companies race to create commercial flights into space, it's clear that space is a major frontier for international competition. The creation of a space force is one of…",2018-10-14T20:08:00Z,"{'id': 'business-insider', 'name': 'Business Insider'}",The creation of a space force could lead to weaponization and war — here's what it might look like,https://www.businessinsider.com/neil-degrasse-tyson-heres-what-a-space-war-could-look-like-2018-10,Earth's Own Food Company
10,Get CTET Solved Question Paper - I of 2011. Central Teacher Eligibility Test 2011 (CTET 2011) was conducted by CBSE on 26th June.,2018-09-25T10:28:00Z,"{'id': None, 'name': 'Jagranjosh.com'}",CTET Solved Question Paper I -2011,https://www.jagranjosh.com/articles/ctet-solved-question-paper-i-2011-1310478041-1,Earth's Own Food Company
11,"A radical transformation of the food processing industry is required, starting with c-suite capitalists getting out of their comfort zones and embracing the ability to imagine the meal of the future, writes Roy Henderson.",2018-10-16T08:10:40Z,"{'id': 'news24', 'name': 'News24'}","News24.com | We don't have a food crisis, we have a food waste crisis",https://www.news24.com/Columnists/GuestColumn/we-dont-have-a-food-crisis-we-have-a-food-waste-crisis-20181016,Earth's Own Food Company
0,"Mother vs CDP. Saatchis vs BMP. Zenith vs Naked. Ranking the UK's diverse range of agencies, past and present, is clearly an impossible task - but we did it anyway. Campaign unveils the UK's 20 most influential shops. Let the debate begin...",2018-10-02T12:49:20Z,"{'id': None, 'name': 'Campaignlive.co.uk'}",The best 20 agencies of all time,https://www.campaignlive.co.uk/article/best-20-agencies-time/1494669,Jim Pattison Group
